Algorithm,Resolution,Map,Agents,Success Rate
CBS,1,empty-8-8,2,1.0
CBS,1,empty-8-8,4,1.0
CBS,1,empty-8-8,6,1.0
CBS,1,empty-8-8,8,1.0
CBS,1,empty-8-8,10,1.0
CBS,1,empty-8-8,12,1.0
CBS,1,empty-8-8,14,1.0
CBS,1,empty-8-8,16,0.85
CBS,1,empty-8-8,18,0.8
CBS,1,empty-8-8,20,0.45
CBS,1,empty-8-8,22,0.1
CBS,1,empty-8-8,24,0.0
CBS,1,empty-16-16,2,1.0
CBS,1,empty-16-16,4,1.0
CBS,1,empty-16-16,6,1.0
CBS,1,empty-16-16,8,1.0
CBS,1,empty-16-16,10,1.0
CBS,1,empty-16-16,12,1.0
CBS,1,empty-16-16,14,1.0
CBS,1,empty-16-16,16,0.9
CBS,1,empty-16-16,18,0.85
CBS,1,empty-16-16,20,0.8
CBS,1,empty-16-16,22,0.7
CBS,1,empty-16-16,24,0.55
CBS,1,empty-16-16,26,0.5
CBS,1,empty-16-16,28,0.35
CBS,1,empty-16-16,30,0.2
CBS,1,empty-16-16,32,0.2
CBS,1,empty-16-16,34,0.1
CBS,1,empty-16-16,36,0.05
CBS,1,empty-16-16,38,0.0
CBS,1,empty-32-32,2,1.0
CBS,1,empty-32-32,4,1.0
CBS,1,empty-32-32,6,1.0
CBS,1,empty-32-32,8,1.0
CBS,1,empty-32-32,10,1.0
CBS,1,empty-32-32,12,0.95
CBS,1,empty-32-32,14,0.95
CBS,1,empty-32-32,16,0.95
CBS,1,empty-32-32,18,0.9
CBS,1,empty-32-32,20,0.9
CBS,1,empty-32-32,22,0.85
CBS,1,empty-32-32,24,0.8
CBS,1,empty-32-32,26,0.8
CBS,1,empty-32-32,28,0.75
CBS,1,empty-32-32,30,0.7
CBS,1,empty-32-32,32,0.7
CBS,1,empty-32-32,34,0.65
CBS,1,empty-32-32,36,0.6
CBS,1,empty-32-32,38,0.6
CBS,1,empty-32-32,40,0.6
CBS,1,empty-32-32,42,0.6
CBS,1,empty-32-32,44,0.55
CBS,1,empty-32-32,46,0.35
CBS,1,empty-32-32,48,0.25
CBS,1,empty-32-32,50,0.2
CBS,1,empty-32-32,52,0.15
CBS,1,empty-32-32,54,0.15
CBS,1,empty-32-32,56,0.1
CBS,1,empty-32-32,58,0.1
CBS,1,empty-32-32,60,0.0
CBS,1,empty-48-48,2,1.0
CBS,1,empty-48-48,4,1.0
CBS,1,empty-48-48,6,1.0
CBS,1,empty-48-48,8,1.0
CBS,1,empty-48-48,10,1.0
CBS,1,empty-48-48,12,1.0
CBS,1,empty-48-48,14,1.0
CBS,1,empty-48-48,16,1.0
CBS,1,empty-48-48,18,1.0
CBS,1,empty-48-48,20,1.0
CBS,1,empty-48-48,22,1.0
CBS,1,empty-48-48,24,0.9
CBS,1,empty-48-48,26,0.85
CBS,1,empty-48-48,28,0.85
CBS,1,empty-48-48,30,0.85
CBS,1,empty-48-48,32,0.85
CBS,1,empty-48-48,34,0.8
CBS,1,empty-48-48,36,0.7
CBS,1,empty-48-48,38,0.7
CBS,1,empty-48-48,40,0.6
CBS,1,empty-48-48,42,0.5
CBS,1,empty-48-48,44,0.4
CBS,1,empty-48-48,46,0.35
CBS,1,empty-48-48,48,0.35
CBS,1,empty-48-48,50,0.25
CBS,1,empty-48-48,52,0.25
CBS,1,empty-48-48,54,0.2
CBS,1,empty-48-48,56,0.1
CBS,1,empty-48-48,58,0.0
CBS,1,empty-48-48,60,0.0
CBS,1,random-32-32-10,2,1.0
CBS,1,random-32-32-10,4,1.0
CBS,1,random-32-32-10,6,1.0
CBS,1,random-32-32-10,8,1.0
CBS,1,random-32-32-10,10,0.95
CBS,1,random-32-32-10,12,0.95
CBS,1,random-32-32-10,14,0.95
CBS,1,random-32-32-10,16,0.9
CBS,1,random-32-32-10,18,0.9
CBS,1,random-32-32-10,20,0.85
CBS,1,random-32-32-10,22,0.85
CBS,1,random-32-32-10,24,0.85
CBS,1,random-32-32-10,26,0.8
CBS,1,random-32-32-10,28,0.65
CBS,1,random-32-32-10,30,0.45
CBS,1,random-32-32-10,32,0.35
CBS,1,random-32-32-10,34,0.35
CBS,1,random-32-32-10,36,0.25
CBS,1,random-32-32-10,38,0.2
CBS,1,random-32-32-10,40,0.2
CBS,1,random-32-32-10,42,0.1
CBS,1,random-32-32-10,44,0.05
CBS,1,random-32-32-10,46,0.05
CBS,1,random-32-32-10,48,0.0
CBS,1,random-32-32-20,2,1.0
CBS,1,random-32-32-20,4,1.0
CBS,1,random-32-32-20,6,1.0
CBS,1,random-32-32-20,8,1.0
CBS,1,random-32-32-20,10,1.0
CBS,1,random-32-32-20,12,1.0
CBS,1,random-32-32-20,14,1.0
CBS,1,random-32-32-20,16,0.95
CBS,1,random-32-32-20,18,0.9
CBS,1,random-32-32-20,20,0.9
CBS,1,random-32-32-20,22,0.75
CBS,1,random-32-32-20,24,0.6
CBS,1,random-32-32-20,26,0.5
CBS,1,random-32-32-20,28,0.35
CBS,1,random-32-32-20,30,0.25
CBS,1,random-32-32-20,32,0.15
CBS,1,random-32-32-20,34,0.15
CBS,1,random-32-32-20,36,0.1
CBS,1,random-32-32-20,38,0.05
CBS,1,random-32-32-20,40,0.0
CBS,1,random-64-64-10,2,1.0
CBS,1,random-64-64-10,4,1.0
CBS,1,random-64-64-10,6,0.95
CBS,1,random-64-64-10,8,0.95
CBS,1,random-64-64-10,10,0.95
CBS,1,random-64-64-10,12,0.95
CBS,1,random-64-64-10,14,0.95
CBS,1,random-64-64-10,16,0.95
CBS,1,random-64-64-10,18,0.95
CBS,1,random-64-64-10,20,0.95
CBS,1,random-64-64-10,22,0.9
CBS,1,random-64-64-10,24,0.85
CBS,1,random-64-64-10,26,0.85
CBS,1,random-64-64-10,28,0.85
CBS,1,random-64-64-10,30,0.8
CBS,1,random-64-64-10,32,0.75
CBS,1,random-64-64-10,34,0.7
CBS,1,random-64-64-10,36,0.7
CBS,1,random-64-64-10,38,0.7
CBS,1,random-64-64-10,40,0.65
CBS,1,random-64-64-10,42,0.55
CBS,1,random-64-64-10,44,0.5
CBS,1,random-64-64-10,46,0.5
CBS,1,random-64-64-10,48,0.5
CBS,1,random-64-64-10,50,0.5
CBS,1,random-64-64-10,52,0.5
CBS,1,random-64-64-10,54,0.45
CBS,1,random-64-64-10,56,0.35
CBS,1,random-64-64-10,58,0.25
CBS,1,random-64-64-10,60,0.15
CBS,1,random-64-64-20,2,1.0
CBS,1,random-64-64-20,4,1.0
CBS,1,random-64-64-20,6,1.0
CBS,1,random-64-64-20,8,1.0
CBS,1,random-64-64-20,10,1.0
CBS,1,random-64-64-20,12,1.0
CBS,1,random-64-64-20,14,0.95
CBS,1,random-64-64-20,16,1.0
CBS,1,random-64-64-20,18,0.9
CBS,1,random-64-64-20,20,0.9
CBS,1,random-64-64-20,22,0.9
CBS,1,random-64-64-20,24,0.85
CBS,1,random-64-64-20,26,0.8
CBS,1,random-64-64-20,28,0.65
CBS,1,random-64-64-20,30,0.6
CBS,1,random-64-64-20,32,0.45
CBS,1,random-64-64-20,34,0.4
CBS,1,random-64-64-20,36,0.4
CBS,1,random-64-64-20,38,0.3
CBS,1,random-64-64-20,40,0.3
CBS,1,random-64-64-20,42,0.25
CBS,1,random-64-64-20,44,0.25
CBS,1,random-64-64-20,46,0.15
CBS,1,random-64-64-20,48,0.1
CBS,1,random-64-64-20,50,0.05
CBS,1,random-64-64-20,52,0.0
CBS,1,random-64-64-20,54,0.0
CBS,1,room-32-32-4,2,1.0
CBS,1,room-32-32-4,4,1.0
CBS,1,room-32-32-4,6,1.0
CBS,1,room-32-32-4,8,1.0
CBS,1,room-32-32-4,10,1.0
CBS,1,room-32-32-4,12,0.95
CBS,1,room-32-32-4,14,0.75
CBS,1,room-32-32-4,16,0.5
CBS,1,room-32-32-4,18,0.3
CBS,1,room-32-32-4,20,0.25
CBS,1,room-32-32-4,22,0.05
CBS,1,room-32-32-4,24,0.0
CBS,1,room-64-64-8,2,1.0
CBS,1,room-64-64-8,4,1.0
CBS,1,room-64-64-8,6,1.0
CBS,1,room-64-64-8,8,0.95
CBS,1,room-64-64-8,10,0.9
CBS,1,room-64-64-8,12,0.75
CBS,1,room-64-64-8,14,0.5
CBS,1,room-64-64-8,16,0.35
CBS,1,room-64-64-8,18,0.2
CBS,1,room-64-64-8,20,0.0
CBS,1,room-64-64-16,2,1.0
CBS,1,room-64-64-16,4,1.0
CBS,1,room-64-64-16,6,1.0
CBS,1,room-64-64-16,8,0.9
CBS,1,room-64-64-16,10,0.9
CBS,1,room-64-64-16,12,0.85
CBS,1,room-64-64-16,14,0.8
CBS,1,room-64-64-16,16,0.6
CBS,1,room-64-64-16,18,0.3
CBS,1,room-64-64-16,20,0.25
CBS,1,room-64-64-16,22,0.05
CBS,1,room-64-64-16,24,0.05
CBS,1,room-64-64-16,26,0.05
CBS,1,room-64-64-16,28,0.0
CBS,1,room-64-64-16,30,0.0
CBS,1,maze-32-32-2,2,1.0
CBS,1,maze-32-32-2,4,1.0
CBS,1,maze-32-32-2,6,1.0
CBS,1,maze-32-32-2,8,0.85
CBS,1,maze-32-32-2,10,0.6
CBS,1,maze-32-32-2,12,0.35
CBS,1,maze-32-32-2,14,0.2
CBS,1,maze-32-32-2,16,0.1
CBS,1,maze-32-32-2,18,0.0
CBS,1,maze-32-32-4,2,1.0
CBS,1,maze-32-32-4,4,0.95
CBS,1,maze-32-32-4,6,0.95
CBS,1,maze-32-32-4,8,0.8
CBS,1,maze-32-32-4,10,0.6
CBS,1,maze-32-32-4,12,0.4
CBS,1,maze-32-32-4,14,0.15
CBS,1,maze-32-32-4,16,0.0
CBS,1,maze-128-128-10,2,0.9
CBS,1,maze-128-128-10,4,0.85
CBS,1,maze-128-128-10,6,0.7
CBS,1,maze-128-128-10,8,0.5
CBS,1,maze-128-128-10,10,0.35
CBS,1,maze-128-128-10,12,0.15
CBS,1,maze-128-128-10,14,0.1
CBS,1,maze-128-128-10,16,0.05
CBS,1,maze-128-128-10,18,0.05
CBS,1,maze-128-128-10,20,0.0
CBS,1,maze-128-128-2,2,0.95
CBS,1,maze-128-128-2,4,0.65
CBS,1,maze-128-128-2,6,0.15
CBS,1,maze-128-128-2,8,0.0
CBS,1,maze-128-128-2,10,0.0
CBS,1,maze-128-128-2,12,0.0
CBS,1,Berlin_1_256,2,1.0
CBS,1,Berlin_1_256,4,1.0
CBS,1,Berlin_1_256,6,1.0
CBS,1,Berlin_1_256,8,1.0
CBS,1,Berlin_1_256,10,0.9
CBS,1,Berlin_1_256,12,0.85
CBS,1,Berlin_1_256,14,0.85
CBS,1,Berlin_1_256,16,0.8
CBS,1,Berlin_1_256,18,0.8
CBS,1,Berlin_1_256,20,0.8
CBS,1,Berlin_1_256,22,0.8
CBS,1,Berlin_1_256,24,0.75
CBS,1,Berlin_1_256,26,0.8
CBS,1,Berlin_1_256,28,0.75
CBS,1,Berlin_1_256,30,0.65
CBS,1,Berlin_1_256,32,0.65
CBS,1,Berlin_1_256,34,0.45
CBS,1,Berlin_1_256,36,0.35
CBS,1,Berlin_1_256,38,0.3
CBS,1,Berlin_1_256,40,0.3
CBS,1,Berlin_1_256,42,0.25
CBS,1,Berlin_1_256,44,0.2
CBS,1,Berlin_1_256,46,0.15
CBS,1,Berlin_1_256,48,0.05
CBS,1,Berlin_1_256,50,0.05
CBS,1,Berlin_1_256,52,0.05
CBS,1,Berlin_1_256,54,0.05
CBS,1,Berlin_1_256,56,0.05
CBS,1,Berlin_1_256,58,0.05
CBS,1,Berlin_1_256,60,0.05
CBS,1,Boston_0_256,2,1.0
CBS,1,Boston_0_256,4,1.0
