Resolution,Map,Scenario,Agents,Cost Ratio
1,room-64-64-16,10,10,1.0
1,room-64-64-16,11,10,1.0
1,room-64-64-16,13,10,1.0
1,room-64-64-16,15,10,1.0
1,room-64-64-16,1,12,1.0
1,room-64-64-16,2,12,1.0
1,room-64-64-16,3,12,1.0
1,room-64-64-16,4,12,1.0
1,room-64-64-16,5,12,1.0
1,room-64-64-16,7,12,1.0
1,room-64-64-16,8,12,1.0
1,room-64-64-16,9,12,1.0
1,room-64-64-16,10,12,1.0
1,room-64-64-16,11,12,1.0
1,room-64-64-16,13,12,1.0
1,room-64-64-16,1,14,1.0
1,room-64-64-16,2,14,1.0
1,room-64-64-16,3,14,1.0
1,room-64-64-16,4,14,1.0
1,room-64-64-16,5,14,1.0
1,room-64-64-16,9,14,1.0
1,room-64-64-16,10,14,1.0
1,room-64-64-16,11,14,1.0
1,room-64-64-16,13,14,1.0
1,room-64-64-16,1,16,1.0
1,room-64-64-16,2,16,1.0
1,room-64-64-16,5,16,1.0
1,room-64-64-16,9,16,1.0
1,room-64-64-16,10,16,1.0
1,room-64-64-16,13,16,1.0
1,room-64-64-16,2,18,1.0
1,room-64-64-16,9,18,1.0
1,room-64-64-16,10,18,1.0
1,room-64-64-16,2,20,1.0
1,room-64-64-16,9,20,1.0
1,room-64-64-16,10,20,1.0
1,room-64-64-16,2,22,1.0
1,room-64-64-16,2,24,1.0
1,room-64-64-16,2,26,1.0
1,maze-32-32-2,1,2,1.0
1,maze-32-32-2,2,2,1.0
1,maze-32-32-2,3,2,1.0
1,maze-32-32-2,4,2,1.0
1,maze-32-32-2,5,2,1.0
1,maze-32-32-2,6,2,1.0
1,maze-32-32-2,7,2,1.0
1,maze-32-32-2,8,2,1.0
1,maze-32-32-2,9,2,1.0
1,maze-32-32-2,10,2,1.0
1,maze-32-32-2,11,2,1.0
1,maze-32-32-2,12,2,1.0
1,maze-32-32-2,13,2,1.0
1,maze-32-32-2,14,2,1.0
1,maze-32-32-2,15,2,1.0
1,maze-32-32-2,1,4,1.0
1,maze-32-32-2,2,4,1.0
1,maze-32-32-2,3,4,1.0
1,maze-32-32-2,4,4,1.0
1,maze-32-32-2,5,4,1.0
1,maze-32-32-2,6,4,1.0
1,maze-32-32-2,7,4,1.0
1,maze-32-32-2,8,4,1.0
1,maze-32-32-2,9,4,1.0
1,maze-32-32-2,10,4,1.0
1,maze-32-32-2,11,4,1.0
1,maze-32-32-2,12,4,1.0
1,maze-32-32-2,13,4,1.0
1,maze-32-32-2,14,4,1.0
1,maze-32-32-2,15,4,1.0
1,maze-32-32-2,1,6,1.0
1,maze-32-32-2,2,6,1.0
1,maze-32-32-2,3,6,1.0
1,maze-32-32-2,4,6,1.0
1,maze-32-32-2,5,6,1.0
1,maze-32-32-2,6,6,1.0
1,maze-32-32-2,7,6,1.0
1,maze-32-32-2,8,6,1.0
1,maze-32-32-2,9,6,1.0
1,maze-32-32-2,10,6,1.0
1,maze-32-32-2,11,6,1.0
1,maze-32-32-2,12,6,1.0
1,maze-32-32-2,13,6,1.0
1,maze-32-32-2,14,6,1.0
1,maze-32-32-2,15,6,1.0
1,maze-32-32-2,1,8,1.0
1,maze-32-32-2,2,8,1.0
1,maze-32-32-2,3,8,1.0
1,maze-32-32-2,4,8,1.0
1,maze-32-32-2,5,8,1.0
1,maze-32-32-2,6,8,1.0
1,maze-32-32-2,8,8,1.0
1,maze-32-32-2,10,8,1.0
1,maze-32-32-2,11,8,1.0
1,maze-32-32-2,12,8,1.0
1,maze-32-32-2,13,8,1.0
1,maze-32-32-2,14,8,1.0
1,maze-32-32-2,15,8,1.0
1,maze-32-32-2,1,10,1.0
1,maze-32-32-2,2,10,1.0
1,maze-32-32-2,3,10,1.0
1,maze-32-32-2,5,10,1.0
1,maze-32-32-2,6,10,1.0
1,maze-32-32-2,10,10,1.0
1,maze-32-32-2,12,10,1.0
1,maze-32-32-2,13,10,1.0
1,maze-32-32-2,14,10,1.0
1,maze-32-32-2,6,12,1.0
1,maze-32-32-2,10,12,1.0
1,maze-32-32-2,13,12,1.0
1,maze-32-32-2,14,12,1.0
1,maze-32-32-2,6,14,1.0
1,maze-32-32-2,13,14,1.0
1,maze-32-32-2,14,14,1.0
1,maze-32-32-2,14,16,1.0
1,maze-32-32-4,1,2,1.0
1,maze-32-32-4,2,2,1.0
1,maze-32-32-4,3,2,1.0
1,maze-32-32-4,4,2,1.0
1,maze-32-32-4,5,2,1.0
1,maze-32-32-4,6,2,1.0
1,maze-32-32-4,7,2,1.0
1,maze-32-32-4,8,2,1.0
1,maze-32-32-4,9,2,1.0
1,maze-32-32-4,10,2,1.0
1,maze-32-32-4,11,2,1.0
1,maze-32-32-4,12,2,1.0
1,maze-32-32-4,13,2,1.0
1,maze-32-32-4,14,2,1.0
1,maze-32-32-4,15,2,1.0
1,maze-32-32-4,1,4,1.0
1,maze-32-32-4,2,4,1.0
1,maze-32-32-4,3,4,1.0
1,maze-32-32-4,4,4,1.0
1,maze-32-32-4,5,4,1.0
1,maze-32-32-4,6,4,1.0
1,maze-32-32-4,7,4,1.0
1,maze-32-32-4,8,4,1.0
1,maze-32-32-4,9,4,1.0
1,maze-32-32-4,10,4,1.0
1,maze-32-32-4,11,4,1.0
1,maze-32-32-4,12,4,1.0
1,maze-32-32-4,13,4,1.0
1,maze-32-32-4,15,4,1.0
1,maze-32-32-4,2,6,1.0
1,maze-32-32-4,3,6,1.0
1,maze-32-32-4,4,6,1.0
1,maze-32-32-4,5,6,1.0
1,maze-32-32-4,6,6,1.0
1,maze-32-32-4,7,6,1.0
1,maze-32-32-4,8,6,1.0
1,maze-32-32-4,9,6,1.0
1,maze-32-32-4,10,6,1.0
1,maze-32-32-4,11,6,1.0
1,maze-32-32-4,12,6,1.0
1,maze-32-32-4,13,6,1.0
1,maze-32-32-4,15,6,1.0
1,maze-32-32-4,3,8,1.0
1,maze-32-32-4,4,8,1.0
1,maze-32-32-4,6,8,1.0
1,maze-32-32-4,7,8,1.0
1,maze-32-32-4,8,8,1.0
1,maze-32-32-4,9,8,1.0
1,maze-32-32-4,10,8,1.0
1,maze-32-32-4,11,8,1.0
1,maze-32-32-4,12,8,1.0
1,maze-32-32-4,13,8,1.0
1,maze-32-32-4,15,8,1.0
1,maze-32-32-4,4,10,1.0
1,maze-32-32-4,6,10,1.0
1,maze-32-32-4,7,10,1.0
1,maze-32-32-4,9,10,1.0
1,maze-32-32-4,10,10,1.0
1,maze-32-32-4,12,10,1.0
1,maze-32-32-4,13,10,1.0
1,maze-32-32-4,4,12,1.0
1,maze-32-32-4,7,12,1.0
1,maze-32-32-4,9,12,1.0
1,maze-32-32-4,10,12,1.0
1,maze-32-32-4,12,12,1.0
1,maze-32-32-4,7,14,1.0
1,maze-128-128-10,2,2,1.0
1,maze-128-128-10,4,2,1.0
1,maze-128-128-10,5,2,1.0
1,maze-128-128-10,6,2,1.0
1,maze-128-128-10,7,2,1.0
1,maze-128-128-10,8,2,1.0
1,maze-128-128-10,9,2,1.0
1,maze-128-128-10,10,2,1.0
1,maze-128-128-10,11,2,1.0
1,maze-128-128-10,12,2,1.0
1,maze-128-128-10,13,2,1.0
1,maze-128-128-10,14,2,1.0
1,maze-128-128-10,15,2,1.0
1,maze-128-128-10,2,4,1.0
1,maze-128-128-10,4,4,1.0
1,maze-128-128-10,5,4,1.0
1,maze-128-128-10,6,4,1.0
1,maze-128-128-10,8,4,1.0
1,maze-128-128-10,9,4,1.0
1,maze-128-128-10,10,4,1.0
1,maze-128-128-10,11,4,1.0
1,maze-128-128-10,12,4,1.0
1,maze-128-128-10,13,4,1.0
1,maze-128-128-10,14,4,1.0
1,maze-128-128-10,15,4,1.0
1,maze-128-128-10,2,6,1.0
1,maze-128-128-10,5,6,1.0
1,maze-128-128-10,6,6,1.0
1,maze-128-128-10,10,6,1.0
1,maze-128-128-10,11,6,1.0
1,maze-128-128-10,12,6,1.0
1,maze-128-128-10,13,6,1.0
1,maze-128-128-10,14,6,1.0
1,maze-128-128-10,15,6,1.0
1,maze-128-128-10,2,8,1.0
1,maze-128-128-10,5,8,1.0
1,maze-128-128-10,10,8,1.0
1,maze-128-128-10,11,8,1.0
1,maze-128-128-10,13,8,1.0
1,maze-128-128-10,15,8,1.0
1,maze-128-128-10,10,10,1.0
1,maze-128-128-10,11,10,1.0
1,maze-128-128-10,13,10,1.0
1,maze-128-128-10,15,10,1.0
1,maze-128-128-10,10,12,1.0
1,maze-128-128-10,13,12,1.0
1,maze-128-128-10,15,12,1.0
1,maze-128-128-10,10,14,1.0
1,maze-128-128-10,15,14,1.0
1,maze-128-128-10,15,16,1.0
1,maze-128-128-10,15,18,1.0
1,maze-128-128-2,2,2,1.0
1,maze-128-128-2,3,2,1.0
1,maze-128-128-2,4,2,1.0
1,maze-128-128-2,5,2,1.0
1,maze-128-128-2,6,2,1.0
1,maze-128-128-2,7,2,1.0
1,maze-128-128-2,8,2,1.0
1,maze-128-128-2,9,2,1.0
1,maze-128-128-2,10,2,1.0
1,maze-128-128-2,11,2,1.0
1,maze-128-128-2,12,2,1.0
1,maze-128-128-2,13,2,1.0
1,maze-128-128-2,14,2,1.0
1,maze-128-128-2,15,2,1.0
1,maze-128-128-2,2,4,1.0
1,maze-128-128-2,3,4,1.0
1,maze-128-128-2,4,4,1.0
1,maze-128-128-2,5,4,1.0
1,maze-128-128-2,6,4,1.0
1,maze-128-128-2,7,4,1.0
1,maze-128-128-2,10,4,1.0
1,maze-128-128-2,12,4,1.0
1,maze-128-128-2,14,4,1.0
1,maze-128-128-2,15,4,1.0
1,maze-128-128-2,4,6,1.0
1,maze-128-128-2,5,6,1.0
1,maze-128-128-2,15,6,1.0
1,Berlin_1_256,1,2,1.0
1,Berlin_1_256,2,2,1.0
1,Berlin_1_256,3,2,1.0
1,Berlin_1_256,4,2,1.0
1,Berlin_1_256,5,2,1.0
1,Berlin_1_256,6,2,1.0
1,Berlin_1_256,7,2,1.0
1,Berlin_1_256,8,2,1.0
1,Berlin_1_256,9,2,1.0
1,Berlin_1_256,10,2,1.0
1,Berlin_1_256,11,2,1.0
1,Berlin_1_256,12,2,1.0
1,Berlin_1_256,13,2,1.0
1,Berlin_1_256,14,2,1.0
1,Berlin_1_256,15,2,1.0
1,Berlin_1_256,1,4,1.0
1,Berlin_1_256,2,4,1.0
1,Berlin_1_256,3,4,1.0
1,Berlin_1_256,4,4,1.0
1,Berlin_1_256,5,4,1.0
1,Berlin_1_256,6,4,1.0
1,Berlin_1_256,7,4,1.0
1,Berlin_1_256,8,4,1.0
1,Berlin_1_256,9,4,1.0
1,Berlin_1_256,10,4,1.0
1,Berlin_1_256,11,4,1.0
1,Berlin_1_256,12,4,1.0
1,Berlin_1_256,13,4,1.0
1,Berlin_1_256,14,4,1.0
1,Berlin_1_256,15,4,1.0
1,Berlin_1_256,1,6,1.0
1,Berlin_1_256,2,6,1.0
1,Berlin_1_256,3,6,1.0
1,Berlin_1_256,4,6,1.0
1,Berlin_1_256,5,6,1.0
1,Berlin_1_256,6,6,1.0
1,Berlin_1_256,7,6,1.0
1,Berlin_1_256,8,6,1.0
1,Berlin_1_256,9,6,1.0
1,Berlin_1_256,10,6,1.0
1,Berlin_1_256,11,6,1.0
1,Berlin_1_256,12,6,1.0
1,Berlin_1_256,13,6,1.0
1,Berlin_1_256,14,6,1.0
1,Berlin_1_256,15,6,1.0
1,Berlin_1_256,1,8,1.0
1,Berlin_1_256,2,8,1.0
1,Berlin_1_256,3,8,1.0
1,Berlin_1_256,4,8,1.0
1,Berlin_1_256,5,8,1.0
1,Berlin_1_256,6,8,1.0
1,Berlin_1_256,7,8,1.0
1,Berlin_1_256,8,8,1.0
1,Berlin_1_256,9,8,1.0
1,Berlin_1_256,10,8,1.0
1,Berlin_1_256,11,8,1.0
1,Berlin_1_256,12,8,1.0
1,Berlin_1_256,13,8,1.0
1,Berlin_1_256,14,8,1.0
1,Berlin_1_256,15,8,1.0
1,Berlin_1_256,1,10,1.0
1,Berlin_1_256,2,10,1.0
1,Berlin_1_256,4,10,1.0
1,Berlin_1_256,5,10,1.0
1,Berlin_1_256,6,10,1.0
1,Berlin_1_256,7,10,1.0
1,Berlin_1_256,8,10,1.0
1,Berlin_1_256,10,10,1.0
1,Berlin_1_256,11,10,1.0
1,Berlin_1_256,12,10,1.0
1,Berlin_1_256,13,10,1.0
1,Berlin_1_256,14,10,1.0
1,Berlin_1_256,15,10,1.0
1,Berlin_1_256,1,12,1.0
1,Berlin_1_256,2,12,1.0
1,Berlin_1_256,4,12,1.0
1,Berlin_1_256,5,12,1.0
1,Berlin_1_256,6,12,1.0
1,Berlin_1_256,7,12,1.0
1,Berlin_1_256,10,12,1.0
1,Berlin_1_256,11,12,1.0
1,Berlin_1_256,12,12,1.0
1,Berlin_1_256,13,12,1.0
1,Berlin_1_256,14,12,1.0
1,Berlin_1_256,15,12,1.0
1,Berlin_1_256,1,14,1.0
1,Berlin_1_256,2,14,1.0
1,Berlin_1_256,4,14,1.0
1,Berlin_1_256,5,14,1.0
1,Berlin_1_256,6,14,1.0
1,Berlin_1_256,7,14,1.0
1,Berlin_1_256,10,14,1.0
1,Berlin_1_256,11,14,1.0
1,Berlin_1_256,12,14,1.0
1,Berlin_1_256,13,14,1.0
1,Berlin_1_256,14,14,1.0
1,Berlin_1_256,15,14,1.0
1,Berlin_1_256,1,16,1.0
1,Berlin_1_256,2,16,1.0
1,Berlin_1_256,4,16,1.0
1,Berlin_1_256,5,16,1.0
1,Berlin_1_256,6,16,1.0
1,Berlin_1_256,7,16,1.0
1,Berlin_1_256,10,16,1.0
1,Berlin_1_256,11,16,1.0
1,Berlin_1_256,12,16,1.0
1,Berlin_1_256,13,16,1.0
1,Berlin_1_256,14,16,1.0
1,Berlin_1_256,15,16,1.0
1,Berlin_1_256,1,18,1.0
1,Berlin_1_256,2,18,1.0
1,Berlin_1_256,4,18,1.0
1,Berlin_1_256,5,18,1.0
1,Berlin_1_256,6,18,1.0
1,Berlin_1_256,7,18,1.0
1,Berlin_1_256,10,18,1.0
1,Berlin_1_256,11,18,1.0
1,Berlin_1_256,12,18,1.0
1,Berlin_1_256,13,18,1.0
1,Berlin_1_256,14,18,1.0
1,Berlin_1_256,15,18,1.0
1,Berlin_1_256,1,20,1.0
1,Berlin_1_256,2,20,1.0
1,Berlin_1_256,4,20,1.0
1,Berlin_1_256,5,20,1.0
1,Berlin_1_256,6,20,1.0
1,Berlin_1_256,7,20,1.0
1,Berlin_1_256,10,20,1.0
1,Berlin_1_256,11,20,1.0
1,Berlin_1_256,12,20,1.0
1,Berlin_1_256,13,20,1.0
1,Berlin_1_256,14,20,1.0
1,Berlin_1_256,15,20,1.0
1,Berlin_1_256,1,22,1.0
1,Berlin_1_256,2,22,1.0
1,Berlin_1_256,4,22,1.0
1,Berlin_1_256,5,22,1.0
1,Berlin_1_256,6,22,1.0
1,Berlin_1_256,7,22,1.0
1,Berlin_1_256,10,22,1.0
1,Berlin_1_256,11,22,1.0
1,Berlin_1_256,12,22,1.0
1,Berlin_1_256,13,22,1.0
1,Berlin_1_256,14,22,1.0
1,Berlin_1_256,15,22,1.0
1,Berlin_1_256,1,24,1.0
1,Berlin_1_256,2,24,1.0
1,Berlin_1_256,4,24,1.0
1,Berlin_1_256,5,24,1.0
1,Berlin_1_256,6,24,1.0
1,Berlin_1_256,10,24,1.0
1,Berlin_1_256,11,24,1.0
1,Berlin_1_256,12,24,1.0
1,Berlin_1_256,13,24,1.0
1,Berlin_1_256,14,24,1.0
1,Berlin_1_256,15,24,1.0
1,Berlin_1_256,1,26,1.0
1,Berlin_1_256,2,26,1.0
1,Berlin_1_256,4,26,1.0
1,Berlin_1_256,5,26,1.0
1,Berlin_1_256,6,26,1.0
1,Berlin_1_256,10,26,1.0
1,Berlin_1_256,11,26,1.0
1,Berlin_1_256,12,26,1.0
1,Berlin_1_256,13,26,1.0
1,Berlin_1_256,14,26,1.0
1,Berlin_1_256,15,26,1.0
1,Berlin_1_256,1,28,1.0
1,Berlin_1_256,2,28,1.0
1,Berlin_1_256,4,28,1.0
1,Berlin_1_256,5,28,1.0
1,Berlin_1_256,6,28,1.0
1,Berlin_1_256,11,28,1.0
1,Berlin_1_256,12,28,1.0
1,Berlin_1_256,13,28,1.0
1,Berlin_1_256,14,28,1.0
1,Berlin_1_256,15,28,1.0
1,Berlin_1_256,1,30,1.0
1,Berlin_1_256,2,30,1.0
1,Berlin_1_256,5,30,1.0
1,Berlin_1_256,6,30,1.0
1,Berlin_1_256,11,30,1.0
1,Berlin_1_256,12,30,1.0
1,Berlin_1_256,13,30,1.0
1,Berlin_1_256,14,30,1.0
1,Berlin_1_256,15,30,1.0
1,Berlin_1_256,1,32,1.0
1,Berlin_1_256,2,32,1.0
1,Berlin_1_256,5,32,1.0
1,Berlin_1_256,6,32,1.0
1,Berlin_1_256,11,32,1.0
1,Berlin_1_256,12,32,1.0
1,Berlin_1_256,13,32,1.0
1,Berlin_1_256,14,32,1.0
1,Berlin_1_256,15,32,1.0
1,Berlin_1_256,1,34,1.0
1,Berlin_1_256,6,34,1.0
1,Berlin_1_256,11,34,1.0
1,Berlin_1_256,12,34,1.0
1,Berlin_1_256,13,34,1.0
1,Berlin_1_256,14,34,1.0
1,Berlin_1_256,1,36,1.0
1,Berlin_1_256,6,36,1.0
1,Berlin_1_256,13,36,1.0
1,Berlin_1_256,14,36,1.0
1,Berlin_1_256,1,38,1.0
1,Berlin_1_256,11,38,1.0
1,Berlin_1_256,13,38,1.0
1,Berlin_1_256,14,38,1.0
1,Berlin_1_256,11,40,1.0
1,Berlin_1_256,13,40,1.0
1,Berlin_1_256,14,40,1.0
1,Berlin_1_256,11,42,1.0
1,Berlin_1_256,13,42,1.0
1,Berlin_1_256,14,42,1.0
1,Berlin_1_256,14,44,1.0
1,Boston_0_256,1,2,1.0
1,Boston_0_256,2,2,1.0
1,Boston_0_256,3,2,1.0
1,Boston_0_256,4,2,1.0
1,Boston_0_256,5,2,1.0
1,Boston_0_256,6,2,1.0
1,Boston_0_256,7,2,1.0
1,Boston_0_256,8,2,1.0
1,Boston_0_256,9,2,1.0
1,Boston_0_256,10,2,1.0
1,Boston_0_256,11,2,1.0
1,Boston_0_256,12,2,1.0
1,Boston_0_256,13,2,1.0
1,Boston_0_256,14,2,1.0
1,Boston_0_256,15,2,1.0
1,Boston_0_256,1,4,1.0
1,Boston_0_256,2,4,1.0
1,Boston_0_256,3,4,1.0
1,Boston_0_256,4,4,1.0
1,Boston_0_256,5,4,1.0
1,Boston_0_256,6,4,1.0
1,Boston_0_256,7,4,1.0
1,Boston_0_256,8,4,1.0
1,Boston_0_256,9,4,1.0
1,Boston_0_256,10,4,1.0
1,Boston_0_256,11,4,1.0
1,Boston_0_256,12,4,1.0
1,Boston_0_256,13,4,1.0
1,Boston_0_256,14,4,1.0
1,Boston_0_256,15,4,1.0
1,Boston_0_256,1,6,1.0
1,Boston_0_256,2,6,1.0
1,Boston_0_256,3,6,1.0
1,Boston_0_256,4,6,1.0
1,Boston_0_256,5,6,1.0
1,Boston_0_256,6,6,1.0
1,Boston_0_256,7,6,1.0
1,Boston_0_256,8,6,1.0
1,Boston_0_256,9,6,1.0
1,Boston_0_256,10,6,1.0
1,Boston_0_256,11,6,1.0
1,Boston_0_256,12,6,1.0
1,Boston_0_256,13,6,1.0
1,Boston_0_256,14,6,1.0
1,Boston_0_256,15,6,1.0
1,Boston_0_256,1,8,1.0
1,Boston_0_256,2,8,1.0
1,Boston_0_256,3,8,1.0
1,Boston_0_256,4,8,1.0
1,Boston_0_256,5,8,1.0
1,Boston_0_256,6,8,1.0
1,Boston_0_256,7,8,1.0
1,Boston_0_256,8,8,1.0
1,Boston_0_256,9,8,1.0
1,Boston_0_256,10,8,1.0
1,Boston_0_256,11,8,1.0
1,Boston_0_256,12,8,1.0
1,Boston_0_256,13,8,1.0
1,Boston_0_256,14,8,1.0
1,Boston_0_256,15,8,1.0
1,Boston_0_256,1,10,1.0
1,Boston_0_256,2,10,1.0
1,Boston_0_256,3,10,1.0
1,Boston_0_256,4,10,1.0
1,Boston_0_256,6,10,1.0
1,Boston_0_256,7,10,1.0
1,Boston_0_256,8,10,1.0
1,Boston_0_256,9,10,1.0
1,Boston_0_256,10,10,1.0
1,Boston_0_256,11,10,1.0
1,Boston_0_256,12,10,1.0
1,Boston_0_256,13,10,1.0
1,Boston_0_256,14,10,1.0
1,Boston_0_256,15,10,1.0
1,Boston_0_256,1,12,1.0
1,Boston_0_256,2,12,1.0
1,Boston_0_256,3,12,1.0
1,Boston_0_256,4,12,1.0
1,Boston_0_256,6,12,1.0
1,Boston_0_256,7,12,1.0
1,Boston_0_256,8,12,1.0
1,Boston_0_256,9,12,1.0
1,Boston_0_256,10,12,1.0
1,Boston_0_256,11,12,1.0
1,Boston_0_256,12,12,1.0
1,Boston_0_256,13,12,1.0
1,Boston_0_256,14,12,1.0
1,Boston_0_256,15,12,1.0
1,Boston_0_256,1,14,1.0
1,Boston_0_256,2,14,1.0
1,Boston_0_256,3,14,1.0
1,Boston_0_256,4,14,1.0
1,Boston_0_256,6,14,1.0
1,Boston_0_256,7,14,1.0
1,Boston_0_256,8,14,1.0
1,Boston_0_256,9,14,1.0
1,Boston_0_256,10,14,1.0
1,Boston_0_256,11,14,1.0
1,Boston_0_256,12,14,1.0
1,Boston_0_256,14,14,1.0
1,Boston_0_256,15,14,1.0
1,Boston_0_256,1,16,1.0
1,Boston_0_256,2,16,1.0
1,Boston_0_256,3,16,1.0
1,Boston_0_256,4,16,1.0
1,Boston_0_256,6,16,1.0
1,Boston_0_256,7,16,1.0
1,Boston_0_256,8,16,1.0
1,Boston_0_256,9,16,1.0
1,Boston_0_256,10,16,1.0
1,Boston_0_256,11,16,1.0
1,Boston_0_256,12,16,1.0
1,Boston_0_256,14,16,1.0
1,Boston_0_256,15,16,1.0
1,Boston_0_256,1,18,1.0
1,Boston_0_256,2,18,1.0
1,Boston_0_256,3,18,1.0
1,Boston_0_256,4,18,1.0
1,Boston_0_256,7,18,1.0
1,Boston_0_256,8,18,1.0
1,Boston_0_256,9,18,1.0
1,Boston_0_256,10,18,1.0
1,Boston_0_256,11,18,1.0
1,Boston_0_256,12,18,1.0
1,Boston_0_256,14,18,1.0
1,Boston_0_256,15,18,1.0
1,Boston_0_256,1,20,1.0
1,Boston_0_256,2,20,1.0
1,Boston_0_256,3,20,1.0
1,Boston_0_256,4,20,1.0
1,Boston_0_256,7,20,1.0
1,Boston_0_256,8,20,1.0
1,Boston_0_256,10,20,1.0
1,Boston_0_256,11,20,1.0
1,Boston_0_256,12,20,1.0
1,Boston_0_256,14,20,1.0
1,Boston_0_256,15,20,1.0
1,Boston_0_256,1,22,1.0
1,Boston_0_256,3,22,1.0
1,Boston_0_256,4,22,1.0
1,Boston_0_256,7,22,1.0
1,Boston_0_256,8,22,1.0
1,Boston_0_256,10,22,1.0
1,Boston_0_256,12,22,1.0
1,Boston_0_256,1,24,1.0
1,Boston_0_256,3,24,1.0
1,Boston_0_256,7,24,1.0
1,Boston_0_256,8,24,1.0
1,Boston_0_256,10,24,1.0
1,Boston_0_256,12,24,1.0
1,Boston_0_256,1,26,1.0
1,Boston_0_256,3,26,1.0
1,Boston_0_256,7,26,1.0
1,Boston_0_256,8,26,1.0
1,Boston_0_256,12,26,1.0
1,Boston_0_256,3,28,1.0
1,Boston_0_256,7,28,1.0
1,Boston_0_256,8,28,1.0
1,Boston_0_256,12,28,1.0
1,Boston_0_256,3,30,1.0
1,Boston_0_256,7,30,1.0
1,Boston_0_256,8,30,1.0
1,Boston_0_256,12,30,1.0
1,Boston_0_256,3,32,1.0
1,Boston_0_256,7,32,1.0
1,Boston_0_256,8,32,1.0
1,Boston_0_256,12,32,1.0
1,Boston_0_256,3,34,1.0
1,Boston_0_256,7,34,1.0
1,Boston_0_256,12,34,1.0
1,Boston_0_256,3,36,1.0
1,Boston_0_256,7,36,1.0
1,Boston_0_256,12,36,1.0
1,Boston_0_256,3,38,1.0
1,Boston_0_256,7,38,1.0
1,Boston_0_256,12,38,1.0
1,Boston_0_256,3,40,1.0
1,Boston_0_256,7,40,1.0
1,Boston_0_256,3,42,1.0
1,Boston_0_256,7,42,1.0
1,Boston_0_256,3,44,1.0
1,Boston_0_256,7,44,1.0
1,Boston_0_256,3,46,1.0
1,Boston_0_256,7,46,1.0
1,Boston_0_256,3,48,1.0
1,Boston_0_256,7,48,1.0
1,Boston_0_256,7,50,1.0
1,Paris_1_256,1,2,1.0
1,Paris_1_256,2,2,1.0
1,Paris_1_256,3,2,1.0
1,Paris_1_256,4,2,1.0
1,Paris_1_256,5,2,1.0
1,Paris_1_256,6,2,1.0
1,Paris_1_256,7,2,1.0
1,Paris_1_256,8,2,1.0
1,Paris_1_256,9,2,1.0
1,Paris_1_256,10,2,1.0
1,Paris_1_256,11,2,1.0
1,Paris_1_256,12,2,1.0
1,Paris_1_256,13,2,1.0
1,Paris_1_256,14,2,1.0
1,Paris_1_256,15,2,1.0
1,Paris_1_256,1,4,1.0
1,Paris_1_256,2,4,1.0
1,Paris_1_256,3,4,1.0
1,Paris_1_256,4,4,1.0
1,Paris_1_256,5,4,1.0
1,Paris_1_256,6,4,1.0
1,Paris_1_256,8,4,1.0
1,Paris_1_256,9,4,1.0
1,Paris_1_256,10,4,1.0
1,Paris_1_256,11,4,1.0
1,Paris_1_256,12,4,1.0
1,Paris_1_256,13,4,1.0
1,Paris_1_256,14,4,1.0
1,Paris_1_256,15,4,1.0
1,Paris_1_256,1,6,1.0
1,Paris_1_256,2,6,1.0
1,Paris_1_256,3,6,1.0
1,Paris_1_256,4,6,1.0
1,Paris_1_256,5,6,1.0
1,Paris_1_256,6,6,1.0
1,Paris_1_256,8,6,1.0
1,Paris_1_256,9,6,1.0
1,Paris_1_256,10,6,1.0
1,Paris_1_256,11,6,1.0
1,Paris_1_256,12,6,1.0
1,Paris_1_256,13,6,1.0
1,Paris_1_256,14,6,1.0
1,Paris_1_256,15,6,1.0
1,Paris_1_256,1,8,1.0
1,Paris_1_256,2,8,1.0
1,Paris_1_256,3,8,1.0
1,Paris_1_256,4,8,1.0
1,Paris_1_256,5,8,1.0
1,Paris_1_256,6,8,1.0
1,Paris_1_256,8,8,1.0
1,Paris_1_256,9,8,1.0
1,Paris_1_256,10,8,1.0
1,Paris_1_256,11,8,1.0
1,Paris_1_256,12,8,1.0
1,Paris_1_256,13,8,1.0
1,Paris_1_256,14,8,1.0
1,Paris_1_256,15,8,1.0
1,Paris_1_256,1,10,1.0
1,Paris_1_256,2,10,1.0
1,Paris_1_256,3,10,1.0
1,Paris_1_256,4,10,1.0
1,Paris_1_256,5,10,1.0
1,Paris_1_256,6,10,1.0
1,Paris_1_256,8,10,1.0
1,Paris_1_256,9,10,1.0
1,Paris_1_256,10,10,1.0
1,Paris_1_256,11,10,1.0
1,Paris_1_256,12,10,1.0
1,Paris_1_256,13,10,1.0
1,Paris_1_256,14,10,1.0
1,Paris_1_256,15,10,1.0
1,Paris_1_256,1,12,1.0
1,Paris_1_256,2,12,1.0
1,Paris_1_256,3,12,1.0
1,Paris_1_256,4,12,1.0
1,Paris_1_256,5,12,1.0
1,Paris_1_256,6,12,1.0
1,Paris_1_256,8,12,1.0
1,Paris_1_256,9,12,1.0
1,Paris_1_256,10,12,1.0
1,Paris_1_256,11,12,1.0
1,Paris_1_256,12,12,1.0
1,Paris_1_256,13,12,1.0
1,Paris_1_256,14,12,1.0
1,Paris_1_256,15,12,1.0
1,Paris_1_256,1,14,1.0
1,Paris_1_256,2,14,1.0
1,Paris_1_256,3,14,1.0
1,Paris_1_256,5,14,1.0
1,Paris_1_256,6,14,1.0
1,Paris_1_256,8,14,1.0
